Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Enabled LML Repair - North Seattle,Current Quantity LML Repair - North Seattle,New Quantity LML Repair - North Seattle,Stock Alert Enabled LML Repair - North Seattle,Stock Alert Count LML Repair - North Seattle,Price LML Repair - North Seattle,Enabled LML Repair - Seattle,Current Quantity LML Repair - Seattle,New Quantity LML Repair - Seattle,Stock Alert Enabled LML Repair - Seattle,Stock Alert Count LML Repair - Seattle,Price LML Repair - Seattle,Enabled LML Repair - West Seattle,Current Quantity LML Repair - West Seattle,New Quantity LML Repair - West Seattle,Stock Alert Enabled LML Repair - West Seattle,Stock Alert Count LML Repair - West Seattle,Price LML Repair - West Seattle,Modifier Set - Add Ons
Z7IKCFOX5UIHRTOBDMU5W425,Samsung Note 9 BACK,Black,841888A,,,,,,,,unavailable,Physical good,,,,Y,,N,N,variable,,Y,,N,,N,Primary Color,Black,N,0,,,,,N,0,,,,,Y,1,,,,,N
U4573UBN5GHG7FMCIGPKEG4V,Samsung Note 9 BATTERY,Regular,769797J,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
EASD4MBTWGL7NHD5JUX2GT7P,Samsung S10 BACK BLK,Regular,545153R,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
H6FL2XDLKWTIIJD72MXBAI6E,Samsung S10 Battery,Regular,870425S,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
H7J27CFAUTPNEP4PP7NIXNOH,Samsung S10 Battery,Regular,8135494,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
JTWFEWQ2MABVZAJANXNHULNM,Samsung S10 Plus BATTERY,Regular,7820263,,,,,,,,unavailable,Physical good,,,,,,,,6.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
FUB7JKGN2GTBZ5GYEND4NAJQ,Samsung S10 Plus BLK,Regular,5978045,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
YSMTQQO2QYIT66JV63LP5PLL,Samsung S10 Plus SCREEN,Regular,R232611,,,,,,,,unavailable,Physical good,,,,,,N,N,61.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
5NO7U7DTE27EOBYSLBNT4JMF,Samsung S10 SCREEN,Regular,7627789,,,,,,,,unavailable,Physical good,,,,,,,,59.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
CVEFGRTRPNR6XCB3DS74FJFW,Samsung S10e SCREEN,Regular,989256F,,,,,,,,unavailable,Physical good,,,,,,,,54.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
FJSTQG7IJ5EA7NLMPZ57DOWK,Samsung S20 BACK,White,A458464,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,Primary Color,White,N,,,,,,N,,,,,,Y,1,,,,,N
YV3I7SQFVVTQG6SI75IZEV33,Samsung S20 BACK,Black,565135S,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,Black,N,,,,,,N,,,,,,Y,1,,,,,N
BNSQ4HWZYL5QDBNUGFHK33FF,Samsung S20 BACK,gray,9305426,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,gray,N,,,,,,N,,,,,,Y,1,,,,,N
FWCW7LOQNGFQBW4H3IZTU5MO,Samsung S20 BATTERY,Regular,513390E,,,,,,,,unavailable,Physical good,,,,,,,,6.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
X7E6RW5ABDVSY63P5JWJRIT6,Samsung S20 Charging Port with Board,Regular,3716584,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
UZJNZXVWVJFGNA6EK6QIZEBF,Samsung S20 FE BACK Blue,Regular,5208501,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
EXH6HH5MS2LUF3OGYUIX2ATR,Samsung S20 FE SCREEN,Regular,1684962,,,,,,,,unavailable,Physical good,,,,,,N,N,29.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,0,,,,,N
SRNM3REVTV33XNYROHQVSZGS,Samsung S20 Plus BACK,White,634013P,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,Primary Color,White,N,,,,,,N,,,,,,Y,1,,,,,N
Q3B3IY2UUQRF6L33ULBGLJBE,Samsung S20 Plus BACK,Black,1227892,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,Black,N,,,,,,N,,,,,,Y,1,,,,,N
HNJC4QXTNHTDAEGH7X53DHM6,Samsung S20 Plus BACK DARK GRAY,Regular,J485639,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
FWUHVNBFODDHAYCBOV565FJ4,Samsung S20 Plus BATTERY,Regular,E491011,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
RIL2AZAA7M4U6BQAGOYT33AV,Samsung S20 Plus Screen,Regular,421106N,,,,,,,,unavailable,Physical good,,,,,,,,94.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
IQ442ZYHI6FXWE45RQX7FMC3,Samsung S20 SCREEN,Regular,3702837,,,,,,,,unavailable,Physical good,,,,,,,,99.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
OJEVTDM2RUPO3EDEGT7E6N4H,Samsung S20 Ultra BACK,White,X611762,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,Primary Color,White,N,,,,,,N,,,,,,Y,1,,,,,N
7IRWLIHRN3WFB32ENWDIUMFO,Samsung S20 Ultra BACK,Black,481328W,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,Black,N,,,,,,N,,,,,,Y,4,,,,,N
MXHVQMLH7YOUV465NVLYUCMW,Samsung S20 Ultra BACK,gray,5860144,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,gray,N,,,,,,N,,,,,,Y,1,,,,,N
BXXK74PAPTJULMPI6DSQTCKW,Samsung S20 Ultra Charging Port with Board,Regular,482895Y,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
5HSIX6NPHAST35PZGK6TUMNQ,Samsung S20 Ultra SCREEN,Regular,3745101,,,,,,,,unavailable,Physical good,,,,,,,,119.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
S6EZ3ILDS3CLQABESXDSDNR6,Samsung S21 BACK,White,6082839,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,Primary Color,White,N,,,,,,N,,,,,,Y,1,,,,,N
5CNWGVOJQXDVK74L4GT6Y7F2,Samsung S21 BACK,Black,Z819826,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,Black,N,,,,,,N,,,,,,Y,1,,,,,N
CD42WSRTOHOL7T2MFSO5XCNI,Samsung S21 FE 5g / G990 SCREEN (NO FRAME),Regular,157841V,,,,,,,,unavailable,Physical good,,,,,,,,109.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
USUHY7AOUT5DWSYXD3QMNERZ,Samsung S21 FE BACK BLK,Regular,1185957,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
3IEWGBUMQBB27QACUQLZPG52,Samsung S21 FE Charging Port with Board,Regular,257047L,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
HXJVV5HXNUCZOA3ID3J2IW2T,Samsung S21 Plus BACK,Black,E923328,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,,,N,Primary Color,Black,N,,,,,,N,,,,,,Y,1,,,,,N
HYYAQ6CBJQQLTIKB7QHM2CEO,Samsung S21 Plus BACK,rose gold,H275815,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,rose gold,N,,,,,,N,,,,,,Y,1,,,,,N
E36QCAHULQLRSPNEPR4COXQR,Samsung S21 Plus BATTERY,Regular,288777C,,,,,,,,unavailable,Physical good,,,,,,,,6.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
CBAYRRFR2XZVS3IPLPK5IXNH,Samsung S21 Plus SCREEN,Regular,959872D,,,,,,,,unavailable,Physical good,,,,,,,,94.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
KYRJTSDHL6VYDE4EMYBUSUJE,Samsung S21 Screen,Regular,512697H,,,,,,,,unavailable,Physical good,,,,,,N,N,96.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
Z3IBEGSDTMO226Z5O76UX3FZ,Samsung S21 Ultra 5G G998U Charging Port board with sim card Reader,Regular,G800532,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,,,,,,N,,,,,,Y,,,,,,N
ZXORP7NPEDVO3AUBI4PGVAFO,Samsung S21 Ultra BACK,Black,E814348,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,Primary Color,Black,N,,,,,,N,,,,,,Y,2,,,,,N
L2TZN7YSFL6ZWMVYDKDYCI4P,Samsung S21 Ultra BACK,Rose,261448X,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,Rose,N,,,,,,N,,,,,,Y,1,,,,,N
DLANRFNFLY5ZIOVGK3UOWUWL,Samsung S21 Ultra BACK,Green,5901791,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,Green,N,,,,,,N,,,,,,Y,1,,,,,N
74ANE2G73NVGZKOOTQ7XJJPR,Samsung S21 Ultra Battery,Regular,6197889,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
GUMVJLMYUT7IKFUA2PXYIS3C,Samsung S21 Ultra SCREEN,Regular,Z729929,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
NTOGF4Q2LCYZBOMNB3Q6YLIW,Samsung S22  Screen,Regular,G972832,,,,,,,,unavailable,Physical good,,,,,,N,N,116.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
UYPR3HSWOE2T74K7TOUD2CJC,Samsung S22 BACK,White,M515093,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,Primary Color,White,N,,,,,,N,,,,,,Y,1,,,,,N
47PQUNNF77TGJDP6PFJJS4GD,Samsung S22 BACK,Black,R831771,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,Black,N,,,,,,N,,,,,,Y,2,,,,,N
R53D6EBZUXW5OH2XNZHLCVT6,Samsung S22 BATTERY,Regular,641772H,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
3LPPIKIAKBME3TILNXOPOAIR,Samsung S22 Plus BACK,White,4846596,,,,,,,,unavailable,Physical good,,,,Y,,N,N,variable,,Y,,N,,N,Primary Color,White,N,,,,,,N,,,,,,Y,1,,,,,N
4M4IBRIEQA2RUIGILO6X2ET4,Samsung S22 Plus BACK,Black,551477Q,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,Black,N,,,,,,N,,,,,,Y,1,,,,,N
6P7T4QILANFC2DKVYPFANQAU,Samsung S22 Plus BACK,blue,665923C,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,blue,N,,,,,,N,,,,,,Y,1,,,,,N
GAXFPYFO4KNDNQYKT35JMDCS,Samsung S22 Plus BACK,Green,240614P,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,Green,N,,,,,,N,,,,,,Y,1,,,,,N
QZBAEHVBTJLWSFW54MVCFZSO,Samsung S22 Plus BATTERY,Regular,956150P,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
K7CNHDMNTOFJQEUNP6C6HU36,Samsung S22 Plus Screen,Regular,X249549,,,,,,,,unavailable,Physical good,,,,,,,,116.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
LLOTZTEKNWYGCAYSC2QJEE2Y,Samsung S22 Ultra BACK,White,6766061,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,Primary Color,White,N,,,,,,N,,,,,,Y,1,,,,,N
4JBX7Q55NHBSBX5ZD4XF4MCL,Samsung S22 Ultra BACK,Black,4139252,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,Black,N,,,,,,N,,,,,,Y,4,,,,,N
MPX3VWM3OQGZ5IOLHP4KCGFG,Samsung S22 Ultra BACK,blue,B602351,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,blue,N,,,,,,N,,,,,,Y,1,,,,,N
RWSM23A3L66N2OXNAV7XAOBS,Samsung S22 Ultra BACK,teal,A415596,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,teal,N,,,,,,N,,,,,,Y,1,,,,,N
QAI4Z44DYA664YOHI455FUEI,Samsung S22 Ultra BACK,burgundy,7346918,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,burgundy,N,,,,,,N,,,,,,Y,1,,,,,N
UQKMKZNB2VTMKTKEF3S3O2GR,Samsung S22 Ultra Battery,Regular,Q212978,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
NF2E3OVIK4FSMV6RNFKCIKF6,Samsung S22 Ultra SCREEN,Regular,Y423687,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,2,,,,,N
LOE2J4AWMZQOS6HGJRG66UNQ,Samsung S23 5G Charging Port Board with Sim Card Reader,Regular,F952159,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
5XBHBWBZXYEXX64QFFI7QH5I,Samsung S23 BACK,White,272543P,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,Primary Color,White,N,,,,,,N,,,,,,Y,1,,,,,N
ID3X3KQDKZF5IT6PPW4KTTDU,Samsung S23 BACK,Black,3522534,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,Black,N,,,,,,N,,,,,,Y,1,,,,,N
432WIKX56ETAX2RZ2WLNGU6N,Samsung S23 BACK,Green,D805389,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,Green,N,,,,,,N,,,,,,Y,2,,,,,N
4N5H3V575A5L62ZZDMHV344J,Samsung S23 FE 5G  Screen | Repair Kit,Regular,,"<p><em>Revitalize your Samsung S23 FE 5G with our Screen Repair Kit. This kit includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Designed specifically for the S23 FE 5G, it ensures an efficient and cost-effective repair process.</em></p>",,,,,,,visible,Physical good,,,,Y,N,N,N,141.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
G6VGPAIDA5HJVGOQMMCGDO6B,Samsung S23 Plus BACK,White,766615R,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,Primary Color,White,N,,,,,,N,,,,,,Y,1,,,,,N
M2TK24H4VTGONUEIKVU2B5LM,Samsung S23 Plus BACK,Black,B271694,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,Black,N,,,,,,N,,,,,,Y,1,,,,,N
PVXNMFYVLCCKBZSUED2RKBE4,Samsung S23 Plus BACK,Green,2595029,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,Green,N,,,,,,N,,,,,,Y,2,,,,,N
RJLR6GCRIDET65OAV3RNVKYR,Samsung S23 Plus SCREEN,Regular,F383371,,,,,,,,unavailable,Physical good,,,,Y,,N,N,variable,,Y,,N,,N,,,Y,0,,,,,Y,1,,,,,Y,1,,,,,N
QYG5Z26UO5AUOYWI5HB2L4LM,Samsung S23 SCREEN,Regular,M763302,,,,,,,,unavailable,Physical good,,,,,,N,N,122.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
6LLVSRNBWN2AO5JE56KKNMKD,Samsung S23 Ultra BACK,Black,301046S,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,Primary Color,Black,N,,,,,,N,,,,,,Y,1,,,,,N
H6QXKFAVOPDL3RQVQ5B5QPEI,Samsung S23 Ultra BACK,Green,324414H,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,Green,N,,,,,,N,,,,,,Y,1,,,,,N
WNTHWMDZNMQMMBHRHGZRLZ2C,Samsung S23 Ultra BACK,teal,7511951,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,Primary Color,teal,N,,,,,,N,,,,,,Y,1,,,,,N
XAOEVKJZNC3DN7ZTQ4LRIVUM,Samsung S23 Ultra SCREEN,Regular,898315J,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
UPOSQK3VH6DI2IJXH72VOMGE,Samsung S24 5G  Screen | Repair Kit,Regular,,"<p><em>Restore your Samsung S24 5G with our Screen Repair Kit. It features a high-quality replacement screen and all the necessary tools to address cracks, scratches, or touch issues. Specifically designed for the S24 5G, this kit ensures a smooth and cost-effective repair process.</em></p>",,,,"Restore your Samsung S24 5G with our Screen Repair Kit. It features a high-quality replacement screen and all the necessary tools to address cracks, scratches, or touch issues. Specifically designed for the S24 5G, this kit ensures a smooth and cost-effective repair process.",,,visible,Physical good,,,,Y,N,N,N,202.09,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
QWNBNSFDFN32EGVJB2ILUEKL,Samsung S24 Plus 5G Screen | Repair Kit,Regular,,"<p><em>Revive your Samsung S24 Plus 5G with our Screen Repair Kit. It includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Designed specifically for the S24 Plus 5G, this kit ensures an efficient and cost-effective repair process.</em></p>",,,,"Revive your Samsung S24 Plus 5G with our Screen Repair Kit. It includes a high-quality replacement screen and all the essential tools needed to fix cracks, scratches, or touch issues. Designed specifically for the S24 Plus 5G, this kit ensures an efficient and cost-effective repair process.",,,visible,Physical good,,,,Y,N,N,N,199.89,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
AQWPRF2EVHSDLZL7NUF6NAUL,Samsung S8 BATTERY,Regular,P549733,,,,,,,,unavailable,Physical good,,,,,,,,5.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
KUBAAYTGVKXILH7FD337JVP4,Samsung S8 Charging Port Flex Cable (US Version),Regular,5791803,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
YI2MA6OSJNEMZMLXUCGHA4HB,Samsung S8 PLUS BATTERY,Regular,916310N,,,,,,,,unavailable,Physical good,,,,,,,,6.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
PJQMRDYORIHLZOFRZA6JHERN,Samsung S8 Plus BACK,Regular,322125K,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
FRL66MKACX7MCQ7OOXFJKQ2C,Samsung S8 Plus Screen,Regular,8050625,,,,,,,,unavailable,Physical good,,,,,,,,99.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
6T25Y7DB3IV5Z4ZJK4NRVET6,Samsung S8 SCREEN,Regular,7882903,,,,,,,,unavailable,Physical good,,,,,,,,74.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
G766T36WQYAP2ZRI44VZFV34,Samsung S9 BACK BLK,Regular,W471456,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
LGN45XCA4RUHRQXEZUPW7QZG,Samsung S9 BATTERY,Regular,3677640,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
BCCOALHA3WKUHXPCAVTYK6H6,Samsung S9 Plus ( North american version) Charging port with flex cable,Regular,H663782,,,,,,,,unavailable,Physical good,,,,Y,,N,N,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,2,,,,,N
BKKHGIOWPXRHODMSA2LB7RAS,Samsung S9 Plus BLACK BLK,Regular,M415705,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
XZHJVEVWZOD6BQDKS36N6QMP,Samsung S9 Plus Screen,Regular,2278401,,,,,,,,unavailable,Physical good,,,,,,,,52.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
MSXYO6BZTRAKAXMKZZZKO74L,Samsung S9 Screen,Regular,204868G,,,,,,,,unavailable,Physical good,,,,,,N,N,69.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,0,,,,,N
V6QPYG7C2SCHUKNGP6YEVWW2,Samsung galaxy A31 2020 A315 SCREEN,Regular,561205J,Display LCD Screen Touch Digitizer Frame Incell,,,,,,,unavailable,Physical good,,,,,,N,N,17.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
KLTYDIVNC55B6C43E2PAIRA4,Samsung s8 Plus Charging Port with Flex Cable,Regular,870982X,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
L6QYOVWCQT3MV6CWGIZ2YHZA,Screen protector,Regular,,,,,,,,,hidden,Physical good,,,,Y,,,,20.00,,N,,N,,N,,,N,,,,,,N,,,,,,Y,,,,,,N
JMOJ5VHKGHDSONH5JAKKRBEW,Screen protector,Regular,,,,,,,,,hidden,Physical good,,,,Y,,,,15.00,,N,,N,,N,,,N,,,,,,N,,,,,,Y,,,,,,N
6II2IWN2QPLWXFQAZWOMEGFY,Screen protector,Regular,,,,,,,,,hidden,Physical good,,,,Y,,,,15.00,,N,,N,,N,,,N,,,,,,Y,,,,,,N,,,,,,N
MVE454NAQXWOOB2PQLKETQP2,iPad 10 (2022)  Screen | Repair Kit,Regular,,"<p><em>Revive your iPad 10 (2022) with this comprehensive screen repair kit. Designed specifically for the 2022 model, this kit includes a high-quality replacement screen, essential tools, and detailed instructions to guide you through the repair process. Whether you&#39;re fixing a cracked display or addressing touch sensitivity issues, this kit provides everything you need to restore your iPad to its original condition. Perfect for DIY enthusiasts and professionals alike, it ensures a seamless repair experience with reliable results.</em></p>",Apple > IPad,Apple > IPad,,"Revive your iPad 10 (2022) with this comprehensive screen repair kit. Designed specifically for the 2022 model, this kit includes a high-quality replacement screen, essential tools, and detailed instructions to guide you through the repair process. Whether you're fixing a cracked display or addressing touch sensitivity issues, this kit provides everything you need to restore your iPad to its original condition. Perfect for DIY enthusiasts and professionals alike, it ensures a seamless repair experience with reliable results.",,,visible,Physical good,,,,Y,N,N,N,171.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
MX3NJINOY263J4IUQTFT22ID,iPad 10 (2022) Screen | Part,Regular,,"<p><em>The iPad 10 features a 10.9-inch Liquid Retina display with True Tone and P3 wide color, A14 Bionic chip with Neural Engine, 12-megapixel rear camera, 12-megapixel Ultra Wide front camera with Center Stage, 28.6-watt-hour battery, Wi-Fi 6 (802.11ax), optional 5G connectivity, Bluetooth 5.2, USB-C connector, Touch ID integrated into the top button, Apple Pencil (1st generation) support, Magic Keyboard Folio support, and sensors (accelerometer, gyroscope, ambient light sensor, barometer).</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,171.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
C2VCPWW5RDDDACARB3IUEMTK,iPad 2 Screen | Part,Regular,,"<p><em>The iPad 2 screen repair kit includes a 9.7-inch LCD display with digitizer, front glass, adhesive strips, and a tool kit for installation.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,98.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
